,Metric,Value,"[theta,neighbour]"
5,RIPA,0.01516370102763176,"[0.05, 100]"
0,WEAT,0.05362292621165993,"[0.1, 100]"
1,WEATES,0.45247144166798975,"[0.1, 100]"
2,ECT,0.8743112144114432,"[0.1, 100]"
3,RNSB,0.018221526995101354,"[0.1, 100]"
4,RND,0.010612046480030708,"[0.1, 100]"
5,RIPA,0.016833143308758736,"[0.1, 100]"
0,WEAT,0.054938200307398,"[0.02, 200]"
1,WEATES,0.39905289968036267,"[0.02, 200]"
2,ECT,0.8282494327819747,"[0.02, 200]"
3,RNSB,0.013200318319559022,"[0.02, 200]"
4,RND,0.012083700789019132,"[0.02, 200]"
5,RIPA,0.009965767152607441,"[0.02, 200]"
0,WEAT,0.053967603052716286,"[0.05, 200]"
1,WEATES,0.4188692809664526,"[0.05, 200]"
2,ECT,0.8543948359464889,"[0.05, 200]"
