,Weat,Weates,RND,RIPA,ECT,RNSB,theta,neighbours
0,0.15204777818582643,0.6476309207733879,0.062254496385017184,0.014654036,0.5173390458067547,0.01178105337618919,0.02,50
0,0.17719115238850475,0.761757054608278,0.06024460270972548,0.015970284,0.6081920906765753,0.012770732933800818,0.05,50
0,0.1651095691534566,0.8188016985019484,0.0579591786955794,0.016282609,0.6108290078571607,0.017354863166801633,0.1,50
0,0.15787027325657635,0.6475803749357911,0.06407786413744616,0.015279121,0.506750243940655,0.008101702092707762,0.02,100
0,0.1769299067713608,0.7224533475572986,0.061020425279339686,0.015814962,0.6206885829700969,0.016037900513568508,0.05,100
0,0.1710964754437449,0.7787603902584593,0.05895829520511884,0.016424496,0.5986102501872442,0.016467527121310013,0.1,100
0,0.13114386859678287,0.6179405439629359,0.06519469822599294,0.0131985815,0.41146518257183656,0.009741150851730654,0.02,200
0,0.19209395300387258,0.7517579151440544,0.06416950372448356,0.017823616,0.5762065191172389,0.011795003635465416,0.05,200
0,0.16930834097735226,0.7450208263701669,0.06075179337263561,0.015717506,0.6351584627678034,0.014892536752062702,0.1,200
1,0.057115463017898466,0.2507718195515447,0.010755997824217768,0.008003587,0.7293138114286742,0.019806615093749463,0.02,50
1,0.034380980305651586,0.17130859463347378,0.010107016269359453,0.007656034,0.6963803917473178,0.028574450436157247,0.05,50
1,0.028472295432725805,0.1639907336662203,0.010773421242760864,0.007715317,0.7336679305100412,0.027532831142483095,0.1,50
1,0.05065275396539901,0.2710274216279619,0.010254425597642537,0.00664177,0.671488573143684,0.019395384696575053,0.02,100
1,0.04067234471231013,0.21172203528711672,0.011294878622043413,0.006512258,0.7305374522316447,0.02515603624612006,0.05,100
1,0.033626008926969306,0.18441410416180132,0.010668569986351703,0.008281435,0.7615388533529256,0.023795006898638178,0.1,100
1,0.047215665423973534,0.33412012554522447,0.010463484302747308,0.006823083,0.650108708608735,0.02189691160510523,0.02,200
1,0.03615822522866375,0.18605430254259891,0.010142023634668608,0.0073571093,0.7418925760475942,0.03175868996301529,0.05,200
1,0.04494181587801619,0.2217734107783196,0.011002285026376964,0.0073691024,0.7186464544982849,0.028540755030745612,0.1,200
2,0.05262634911855824,0.28350025195684997,0.0140248423839806,0.007573892,0.8133079708970689,0.011251207180207775,0.02,50
