,Weat,Weates,RND,RIPA,ECT,RNSB,theta,neighbours
2,0.0500944475809971,0.26447192824538673,0.013132301223901743,0.0070788204,0.8235317180414405,0.01463778050606737,0.05,50
2,0.05693432820328249,0.3183844844970074,0.013802989783288054,0.00811987,0.8354859139791365,0.009983312231998984,0.1,50
2,0.0409704235651815,0.21253017272343727,0.01467352539123192,0.008347354,0.8485383369703587,0.01201357392747188,0.02,100
2,0.044279482409826175,0.2324131021212882,0.014013383305415574,0.0074805673,0.8513980866302625,0.01316590887474344,0.05,100
2,0.05181063551380037,0.26196304500976303,0.013603728445446071,0.00873035,0.8410239218520061,0.011958482631894047,0.1,100
2,0.053142419377605166,0.30550701083403936,0.01305967402451412,0.008488404,0.7593740906738845,0.013510675437933358,0.02,200
2,0.05106309021905914,0.27289646021948555,0.014520280584144273,0.0075088176,0.8336409880648863,0.00884642471219092,0.05,200
2,0.04934629897543597,0.2368509601751813,0.013375888078235703,0.008447542,0.8501614128787072,0.011211775228299636,0.1,200
3,0.08634507756891438,0.46242502076781367,0.011335067829823959,0.015254875,0.8726514363206631,0.014399381789612533,0.02,50
3,0.09273198502545711,0.5674726262211564,0.011609353767070604,0.016647713,0.8936703662501485,0.011850874790500865,0.05,50
3,0.08046706130791041,0.5714239724769277,0.010350497897267866,0.01941776,0.9042588856544098,0.011016915124772644,0.1,50
3,0.08363479345187769,0.4632728821790087,0.012410367675347408,0.0135659585,0.8590673269378005,0.011176996505787216,0.02,100
3,0.09886065382577382,0.5626878819996433,0.013001628679303835,0.017040025,0.8982365275112819,0.012431258557975675,0.05,100
3,0.08085711154383941,0.5438547885090761,0.010332964924073115,0.018624026,0.8901726808104065,0.010104422871884053,0.1,100
3,0.079014219282322,0.4190877065560808,0.013122830481785126,0.013339084,0.8392398922500136,0.005917354825319298,0.02,200
3,0.09461230873565754,0.48335910855481895,0.013952906951496521,0.016221566,0.8493650760536591,0.008423493077963074,0.05,200
3,0.0838961586200676,0.5404878581274056,0.010868897333005502,0.018093627,0.9061317373703401,0.007482502221683534,0.1,200
4,0.09455826728644148,0.4169515087964492,0.024485136509363885,0.011014362,0.7952114376444857,0.018782203068020253,0.02,50
4,0.07845069264281017,0.34957840809782975,0.022626747107660983,0.014173754,0.7150122084803283,0.016812178493913286,0.05,50
4,0.07905937294273299,0.3552508970703237,0.022841590129137834,0.014436453,0.6934320292642534,0.019202284025332896,0.1,50
4,0.09116799073431651,0.4112341403101078,0.025441600743145696,0.009812813,0.7328573340633961,0.015206594822423142,0.02,100
4,0.08006774086029769,0.3509140730817106,0.024044150810299175,0.012487111,0.7274945774082253,0.01848280680785841,0.05,100
4,0.08054499245881078,0.3647679599580603,0.023187439419748324,0.014027049,0.6952726863468103,0.015067712148539029,0.1,100
4,0.10019227396738181,0.4266718430914799,0.02646095421532846,0.009705407,0.7091000698551356,0.01463829379366933,0.02,200
4,0.07923758354722571,0.33993572013287576,0.024680306474898068,0.011719151,0.6882608119095415,0.014336327784439969,0.05,200
4,0.08000943629340418,0.3657530126788702,0.022713838427973337,0.014388225,0.6901935984913652,0.017249590145478173,0.1,200
5,0.06425501067677286,0.43013075286459135,0.012771696416508443,0.010615554,0.8243193072482046,0.01919770711250987,0.02,50
5,0.05550395341612517,0.4738150988237279,0.010186442462089764,0.016459895,0.8890719288745309,0.021079254450089124,0.05,50
5,0.05226062776444912,0.4593567682255325,0.010906338191817815,0.017809173,0.8720772213579638,0.02240739703948156,0.1,50
5,0.06665141126211911,0.44810410418539887,0.01294369511478699,0.010864928,0.8258589261142673,0.016973764216264012,0.02,100
5,0.0540926329812239,0.4551814341098141,0.009897490038599074,0.015163701,0.8682563524897979,0.018204911098858134,0.05,100
5,0.05362292621165993,0.45247144166798975,0.010612046480030708,0.016833143,0.8743112144114432,0.018221526995101354,0.1,100
5,0.054938200307398,0.39905289968036267,0.012083700789019132,0.009965767,0.8282494327819747,0.013200318319559022,0.02,200
5,0.053967603052716286,0.4188692809664526,0.010905318188835347,0.01316113,0.8543948359464889,0.017214310765172526,0.05,200
5,0.05598999839330383,0.46527445882113067,0.010368425279220482,0.0160429,0.8779830385623243,0.0199377219310759,0.1,200
6,0.030216676512183273,0.23818643348333493,0.02508512679680053,0.012136216,0.8708500834779311,0.02417446024608008,0.02,50
6,0.04700531002781011,0.36616685618621286,0.025880816983694366,0.014762149,0.9014296449905421,0.032572456400512505,0.05,50
6,0.039795465645494126,0.32398071092921377,0.024773784984309915,0.017196694,0.8819205394309656,0.028337475940053786,0.1,50
6,0.03424526362311923,0.2790858721053773,0.024707870509769667,0.011103001,0.8304220683459232,0.029542094220617328,0.02,100
6,0.05205621661935897,0.3914226970912539,0.02639374854277905,0.013984222,0.9008518674983762,0.0319707472217133,0.05,100
6,0.044948198577669386,0.36218408830875565,0.025221292055680137,0.016699212,0.8797739168666663,0.032287834468988995,0.1,100
6,0.031113166110248926,0.2991162916370565,0.026383117054825694,0.011861153,0.8391116779680258,0.029616833492001584,0.02,200
6,0.055249416025654204,0.4149336010172918,0.027180821098991493,0.013309114,0.881207822602696,0.03597517705033858,0.05,200
6,0.04704159609856532,0.37392585650036797,0.02601452337636473,0.015596521,0.8771738315846734,0.033232248177686906,0.1,200
7,0.08239490062426827,0.5667261535009086,0.019990799544616286,0.021035349,0.5944697593841477,0.02912663181913539,0.02,50
7,0.07121875031672036,0.5264548723157187,0.021821670484139865,0.026195416,0.5567570427384103,0.04603813975750031,0.05,50
7,0.08585312869083252,0.631633039259735,0.024779591738499973,0.028518705,0.509786817090707,0.040980167394737296,0.1,50
7,0.06959384595657177,0.4930722779182382,0.018570082516254225,0.021831147,0.5667301427111577,0.0335329916910641,0.02,100
7,0.0779818309495106,0.5495590852244271,0.019896202802861498,0.024735346,0.5103877775838052,0.043225677339075105,0.05,100
7,0.0769356042694297,0.5709965908046417,0.02332857056392272,0.026931828,0.5533113214965195,0.042716646344350996,0.1,100
7,0.07929657157990133,0.5606438649488885,0.019523383529008616,0.020607531,0.584408079898728,0.027234738032441048,0.02,200
7,0.08329157295783368,0.5526982117210787,0.021398076692019877,0.02399589,0.5599268818920323,0.03653155968702617,0.05,200
7,0.07443531904021274,0.5354343937452175,0.022798547637064907,0.027127655,0.5747927074479032,0.04153770396836433,0.1,200
8,0.06812283911173753,0.4766148440255376,0.01638410605406747,0.017312238,0.8676358696834136,0.02501780113124914,0.02,50
8,0.07016957972379313,0.5067588960202037,0.0178520107118113,0.018593611,0.8634268596128015,0.02270884807587539,0.05,50
8,0.06401430913734495,0.5058057135518574,0.019067119372884748,0.019357886,0.866973230343774,0.02134364223297285,0.1,50
8,0.06205161677507925,0.38092357815263667,0.015815013622208076,0.016554577,0.8481063133880751,0.02793015513211775,0.02,100
8,0.07230125970628604,0.5155581283570932,0.017896374694917862,0.018037306,0.8797898644270222,0.017726598275552195,0.05,100
8,0.060207988360679324,0.45166627710315416,0.01802697201012867,0.018192753,0.8788319577321523,0.01739501660031333,0.1,100
8,0.06454002003088777,0.40712138881420196,0.014918225760494126,0.016154224,0.8448999654451614,0.02372211915801087,0.02,200
8,0.0645634365584943,0.4242171838403751,0.017966093998913992,0.018521048,0.8790739640534543,0.022565390181755823,0.05,200
8,0.05757606706213545,0.4171747502392402,0.018601923666335955,0.019277658,0.8621171633403383,0.021535474179223607,0.1,200
9,0.11037286654551633,0.5569236365615227,0.02165007955730555,0.01455259,0.7409262693826473,0.03956306039826891,0.02,50
9,0.10148147509329626,0.5969769617499107,0.02101843836697452,0.013022002,0.7463092490196442,0.04378873714570675,0.05,50
9,0.09458248630954362,0.6069730293135248,0.020407996981578354,0.012631505,0.7266271905207516,0.03775332961604997,0.1,50
9,0.09680622660383356,0.4717558202230208,0.020862835837596946,0.014811351,0.8278566018900307,0.0328639817162055,0.02,100
9,0.09759140111165243,0.5609866812507562,0.019160832083211937,0.013319748,0.7498090012128741,0.04257925762707903,0.05,100
9,0.09532756521271563,0.605507612725033,0.02032820594308603,0.01291547,0.7266413668304185,0.038879206373821425,0.1,100
9,0.10800341174282373,0.5308871947309234,0.018632242224135415,0.014868118,0.7730465691357139,0.03431874892407992,0.02,200
9,0.09683418980397408,0.5473046221932358,0.018765942602590523,0.013561229,0.7014725523728513,0.045131374467978505,0.05,200
9,0.10195835475411497,0.6383600287972785,0.020563073583403212,0.0135287335,0.7406956324986887,0.040058870166266906,0.1,200
