,Weat,Weates,RND,RIPA,RNSB,ECT,"[theta,neighbour]"
0,0.11389621585793723,0.5432109489650336,0.06540605263130085,0.0111809755,0.06540605263130085,0.5124865063751792,"[0.02, 200]"
1,0.06422166809410718,0.3095757971597495,0.013267452482126721,0.008448686,0.013267452482126721,0.6934769273337681,"[0.02, 200]"
2,0.04038237733440415,0.245520314620598,0.01863480229435181,0.010233522,0.01863480229435181,0.8895320435423182,"[0.05, 50]"
3,0.08313685097479118,0.4707648558330936,0.012355501253188258,0.013662454,0.012355501253188258,0.9017547728480714,"[0.02, 200]"
4,0.14121589206551136,0.5448215405452775,0.028908384555022384,0.0156811,0.028908384555022384,0.6859977821943336,"[0.02, 200]"
5,0.05777358768561482,0.4771531033014663,0.012597843856411828,0.009250109,0.012597843856411828,0.7452936075982893,"[0.02, 200]"
6,0.04010457133663042,0.28828637636544413,0.022682419167950146,0.010356688,0.022682419167950146,0.8382740863594883,"[0.02, 200]"
7,0.0768378789500773,0.49094839878517854,0.02280703814549616,0.016461575,0.02280703814549616,0.611839990498949,"[0.02, 200]"
8,0.07354509807791572,0.4397963777388938,0.011970541573127306,0.012698159,0.011970541573127306,0.8655220626454486,"[0.02, 200]"
9,0.09693434680594418,0.5176740032213171,0.02107321584631224,0.013453223,0.02107321584631224,0.7603748524936366,"[0.02, 200]"
