,Weat,Weates,RND,RIPA,ECT,RNSB,theta,neighbours
0,0.14734246887449734,0.616230546797784,0.061918538433058036,0.013735849,0.4981703872991365,0.011692148379601608,0.02,50
0,0.17873548923841912,0.7550652186413424,0.059117175674373246,0.015934842,0.5936920123712751,0.015604259703393767,0.05,50
0,0.1717261763967053,0.7953741268733976,0.05621612584243545,0.016357208,0.6100780645988697,0.014551522454066575,0.1,50
0,0.14362869953885815,0.6287171667039717,0.06268514791133799,0.013783579,0.44847437436429494,0.008404759750144852,0.02,100
0,0.17219746141852246,0.714915316359195,0.05966763287004987,0.015403804,0.574864526229267,0.012408242270638454,0.05,100
0,0.1817272755952047,0.8137121704444612,0.05785371877842074,0.016645962,0.6340465223593741,0.014261527329737764,0.1,100
0,0.10910491642208144,0.5892023790440667,0.06517783687069656,0.011821567,0.44898363916351375,0.009419421625042796,0.02,200
0,0.1708311647382195,0.6800688722769337,0.06155168548155784,0.015393986,0.5972237675505602,0.01238524391389571,0.05,200
0,0.17851848456278596,0.7610138059743855,0.05793565960931582,0.016630271,0.6521263582447213,0.014692289630199166,0.1,200
1,0.0897873734629606,0.3619868571186304,0.014830407470715276,0.011439065,0.6445629568432331,0.024981085305093336,0.02,50
1,0.058740031571682255,0.2981147647850664,0.015249734925338586,0.011622465,0.6746514117584196,0.03165703905073643,0.05,50
1,0.038657625512210865,0.21490535501772204,0.01651019567483226,0.0122502325,0.6483132896419131,0.02995054285028628,0.1,50
1,0.09271621811874291,0.40285411832301776,0.014780326725804536,0.010828524,0.6541267689343163,0.027212626491662523,0.02,100
1,0.0745962543780857,0.3730612623058195,0.016602850878397187,0.012396753,0.6987522128096515,0.027429684828809153,0.05,100
1,0.03640185467151965,0.19366977722231898,0.016829467932711867,0.011785727,0.6584590015570367,0.03058565647071071,0.1,100
1,0.08343305848262783,0.42729455217562967,0.014204192222965336,0.009515931,0.6200838331853896,0.027957233647054523,0.02,200
1,0.08148469074045699,0.3636744600081468,0.01647497128492835,0.012148156,0.6530308687514612,0.03344963080359877,0.05,200
1,0.04308779838530029,0.24659423322162283,0.01601702283762989,0.011830929,0.6828421228712432,0.03150919190223291,0.1,200
2,0.0750240797840996,0.4270794209479686,0.01232824102907669,0.010794829,0.8186444666933242,0.012124349138865407,0.02,50
2,0.07311212115194193,0.4376356040769855,0.012579029366087626,0.009356467,0.84887865472239,0.014100396164972686,0.05,50
2,0.07679630463144,0.43455940877467725,0.012595408641720872,0.011033237,0.8358284294812912,0.014535070289157534,0.1,50
2,0.06276637250356018,0.3464876565504521,0.011627300714119505,0.010216939,0.844364416727668,0.011672533478344588,0.02,100
2,0.06546895145766458,0.3612897593178554,0.011777202044074458,0.010215,0.8373778742626746,0.012732848416231448,0.05,100
2,0.07009271383889629,0.35354773481103086,0.012866259703054342,0.0119488835,0.8474648274031621,0.011189355493660503,0.1,100
2,0.0697127439167882,0.4072476550666959,0.011542779381181091,0.011154942,0.7966103005786627,0.007572930319384966,0.02,200
2,0.06899407663357068,0.33574441658710336,0.010841171221765741,0.011378904,0.8193794318824797,0.01070458764756036,0.05,200
2,0.07312594318143159,0.3911507250988834,0.012104610400037921,0.0114658205,0.8203720483787255,0.011749820930040148,0.1,200
3,0.09765462934740793,0.5127858797553069,0.012781567157043474,0.016489936,0.9279897800454489,0.01043475545085786,0.02,50
3,0.08093380759799873,0.4845252325542938,0.010674988881624338,0.017834043,0.9331505319409219,0.014097439971265316,0.05,50
3,0.07760896857874675,0.5193053084777743,0.009992450821470785,0.019653996,0.9301397120312127,0.008899005808584952,0.1,50
3,0.09137663692953256,0.4571206361503012,0.013501729572939014,0.015698204,0.8693839108088025,0.006805367936089179,0.02,100
3,0.08009160709766784,0.5158788541128964,0.011079366444318207,0.01640465,0.9176443712750091,0.009811325980987056,0.05,100
3,0.0781745430428881,0.4997593224962271,0.010147175519126661,0.018759416,0.9277131423979181,0.010754522253729323,0.1,100
3,0.08127794385971294,0.44443201101791924,0.012929251540552245,0.014297129,0.8497302016969633,0.005432579773454985,0.02,200
3,0.08526387947363506,0.4567610215025542,0.012730512520277818,0.01751208,0.8795645337261769,0.00796369628785504,0.05,200
3,0.07667563918470928,0.5054145732039307,0.010893704502543225,0.017911132,0.9226076835721305,0.010232006348157723,0.1,200
4,0.1474235246238446,0.6700561376122769,0.02789177488362188,0.01737632,0.7220649597603961,0.014791308152899262,0.02,50
4,0.13284574507191504,0.6559426945423722,0.026267206637134322,0.0185641,0.6308061498778356,0.012044195390311247,0.05,50
4,0.13262106256599734,0.6025650969725412,0.025372708675260775,0.020248583,0.6164867003500742,0.01159855073098551,0.1,50
4,0.14326313960864145,0.6271156681624678,0.02995088736609096,0.017462108,0.6777956383355321,0.013718432649087712,0.02,100
4,0.13535993045810263,0.6426870539417012,0.028991031468563095,0.017685896,0.6577279975798511,0.010445494795576526,0.05,100
4,0.13709144202976517,0.6262791290727056,0.02723023066359713,0.018542476,0.6376044748793595,0.013149838711404713,0.1,100
4,0.14222056788482504,0.6404046646776721,0.02980020770129489,0.015899738,0.6190329717948381,0.007911734605780396,0.02,200
4,0.15441264309134156,0.6934476365679022,0.031205703597934172,0.01923278,0.67445095761911,0.014928186876952293,0.05,200
4,0.13429172742134157,0.5869988305816344,0.027544348354524642,0.01797541,0.6366801389959981,0.012935903272289578,0.1,200
5,0.04806399796735875,0.37634876200820816,0.012108567721387672,0.008158003,0.8439481369919837,0.016159414485342524,0.02,50
5,0.039201106506141496,0.3283194376906135,0.010322254781549522,0.010151089,0.8477473911696863,0.018480722670654447,0.05,50
5,0.039629304060426106,0.3392652987330344,0.010401997131588354,0.010955639,0.8480976445514395,0.019692701540629565,0.1,50
5,0.04524125098683627,0.37842585228628706,0.012789633770053077,0.007692505,0.8051295843363131,0.020262957576482787,0.02,100
5,0.041691973531149125,0.33571766371951783,0.010674883523714417,0.010036024,0.8419949948019799,0.021511384045315142,0.05,100
5,0.04198971567963807,0.34299557467888836,0.010687317644522756,0.01010015,0.847448417864268,0.016366131631423888,0.1,100
5,0.04244622635400312,0.3993929624742053,0.013548095603110136,0.0065470696,0.813416312908004,0.01661119973270438,0.02,200
5,0.041507767001268084,0.3560624612285186,0.011155075179806977,0.009995197,0.8442280342516889,0.01760838252646668,0.05,200
5,0.04101369098577458,0.3444949536036445,0.010604633448872016,0.010200709,0.8469908387768373,0.019866710767786056,0.1,200
6,0.04967557781718371,0.3858814051538849,0.022704580914155618,0.011337637,0.8232534449201104,0.025510132919880336,0.02,50
6,0.056888611104114875,0.4202589969704857,0.02103332656457325,0.012901634,0.8661529912334093,0.030325306346063185,0.05,50
6,0.059708308561409684,0.44739631754180914,0.02225398531967739,0.017865181,0.8417049163618432,0.029633596418051765,0.1,50
6,0.04024435307664079,0.29025185391922836,0.023818172225153547,0.010645038,0.8685145403177471,0.027522130168520766,0.02,100
6,0.058693264511631676,0.426751948910829,0.021875522973921462,0.012253888,0.8527829905773073,0.03077543717155431,0.05,100
6,0.05585764079882834,0.42847955056905185,0.02151703942136589,0.016898949,0.8366172419375335,0.032573808134443626,0.1,100
6,0.04461054532353666,0.3358841124109949,0.02465053032912966,0.0105293505,0.7929684773254793,0.024265480176592764,0.02,200
6,0.059842386777162054,0.4333454568230784,0.022629645045899874,0.012465186,0.8520629458177358,0.03499924312345951,0.05,200
6,0.056472191551296756,0.4205820543132686,0.020984001812031694,0.015275508,0.8629440553619195,0.030608032042555376,0.1,200
7,0.11456471333342903,0.7401222010905603,0.0204353869654011,0.02643019,0.5179299438267896,0.03575549268979723,0.02,50
7,0.08322003169114586,0.588091121471761,0.022961917169780424,0.029812768,0.4875303727811509,0.044092119940408514,0.05,50
7,0.09178733951660895,0.6837665311696736,0.025269054309518313,0.030029284,0.43544271088164854,0.04644938853789714,0.1,50
7,0.1002635284511982,0.6465725687921698,0.019843550342300655,0.024830064,0.49793574750270503,0.03064212639411481,0.02,100
7,0.08683295528308638,0.5848312839620639,0.022221785764220015,0.027984345,0.49460598882610274,0.04899513738101068,0.05,100
7,0.0934628391873468,0.6959905824867979,0.02546745568364284,0.029428013,0.4279469182855178,0.04437502324289173,0.1,100
7,0.0911050825508767,0.6670993541407062,0.018917511621340807,0.024214,0.5020991816799499,0.03336769006949767,0.02,200
7,0.08625399405763562,0.5862495355548277,0.020883188283541004,0.02815877,0.512942912578569,0.03895192861204435,0.05,200
7,0.08134198165830124,0.596481447813728,0.023525144686006857,0.029146967,0.4445766488834657,0.044542793708596325,0.1,200
8,0.052598264005461005,0.3468732803585271,0.010433407863776499,0.010545295,0.8763237956041326,0.020733498706791604,0.02,50
8,0.05556466311809225,0.5039387538473953,0.015194920474447503,0.015420418,0.923793087541232,0.022192856613724544,0.05,50
8,0.05322383681389902,0.4816467138422667,0.0162285771782595,0.016168347,0.9224597696269834,0.01764123809851683,0.1,50
8,0.05785831660095249,0.36088603328077307,0.010229337077936704,0.010576502,0.871876807151457,0.01943397235071001,0.02,100
8,0.05148965958875394,0.4259506965562436,0.013715740454621707,0.013500479,0.9346770769057883,0.020030207154338835,0.05,100
8,0.05011796786930513,0.4494459203452449,0.01604781122443987,0.016080678,0.9228906325064018,0.023542782613897202,0.1,100
8,0.0518653325023795,0.31315343039830773,0.009301828981114452,0.009770211,0.8245357300520614,0.020100459697114527,0.02,200
8,0.052826536095866156,0.362134166546035,0.012171930161845805,0.012022556,0.8767886525588353,0.02139213814986252,0.05,200
8,0.04562344185531526,0.4034741250512548,0.016595473590890888,0.01715707,0.9156364193292519,0.022774562157951407,0.1,200
9,0.08947484137306319,0.47625923054781133,0.023114983319344987,0.016619606,0.7304344163343405,0.035049911973943394,0.02,50
9,0.1243709027927814,0.6297280821693908,0.02396783490593603,0.01823845,0.7192540597076335,0.04476543989118179,0.05,50
9,0.10644930364750056,0.6237071071778642,0.02143579963525452,0.016050784,0.7387135732852043,0.03891281470561929,0.1,50
9,0.08036921038034507,0.5045930525448103,0.021839557924854588,0.01481508,0.8298156757940006,0.023704194276421946,0.02,100
9,0.11672115829574795,0.5560032518183722,0.02300897411723853,0.018120892,0.7014360631038065,0.04196745019523863,0.05,100
9,0.1090346464592877,0.6100163270819118,0.02054765065689812,0.016552906,0.7644338028625625,0.04126488676497751,0.1,100
9,0.07509480338748162,0.5518577153160663,0.022605920794252336,0.01448092,0.7882818032208624,0.020911677247660205,0.02,200
9,0.10385105517884381,0.5305936788860074,0.021582691631704204,0.016107257,0.6758864457294003,0.03748245438329151,0.05,200
9,0.11488543071355507,0.6135299106342289,0.021719632534502497,0.016068824,0.7705881043492359,0.04193504517840889,0.1,200
