,Metric,Value,"[theta,neighbour]"
3,RNSB,0.01173291790825021,"[0.02, 50]"
4,RND,0.013286888112737939,"[0.02, 50]"
5,RIPA,0.013289649970829487,"[0.02, 50]"
0,WEAT,0.047672530660090966,"[0.05, 50]"
1,WEATES,0.4299323244444015,"[0.05, 50]"
2,ECT,0.8742596338813075,"[0.05, 50]"
3,RNSB,0.0190859881165658,"[0.05, 50]"
4,RND,0.012301641336225458,"[0.05, 50]"
5,RIPA,0.015774274244904518,"[0.05, 50]"
0,WEAT,0.04707063854558726,"[0.1, 50]"
1,WEATES,0.4313973330979043,"[0.1, 50]"
2,ECT,0.8796661566928999,"[0.1, 50]"
3,RNSB,0.018536040494012,"[0.1, 50]"
4,RND,0.012437704731349565,"[0.1, 50]"
5,RIPA,0.018251322209835052,"[0.1, 50]"
0,WEAT,0.07788666094552311,"[0.02, 100]"
