,Weat,Weates,RND,RIPA,ECT,RNSB,theta,neighbours
4,0.08572601103058813,0.4020876589730761,0.02152861524018092,0.015558232,0.649576759209156,0.011407633047857598,0.05,100
4,0.08191005324685711,0.4136255243061479,0.018894627173578298,0.018357303,0.6016254498050533,0.01254751116067802,0.1,100
4,0.11946884852056126,0.399757138851737,0.02850838383039003,0.013808459,0.5874331315260636,0.016436588635352568,0.02,200
4,0.10337164907266654,0.43298862753476924,0.023993578336719956,0.013091323,0.6022920042471369,0.01200882190706688,0.05,200
4,0.08810253522602135,0.4264731525582427,0.01957632793626797,0.017275693,0.6362320074943203,0.012702093644801887,0.1,200
5,0.06826250248713668,0.4745338464722312,0.013286888112737939,0.01328965,0.8472274654218915,0.01173291790825021,0.02,50
5,0.047672530660090966,0.4299323244444015,0.012301641336225458,0.015774274,0.8742596338813075,0.0190859881165658,0.05,50
5,0.04707063854558726,0.4313973330979043,0.012437704731349565,0.018251322,0.8796661566928999,0.018536040494012,0.1,50
5,0.07788666094552311,0.5582629743957198,0.014497036042640648,0.013060437,0.8341272250122551,0.012827794327575867,0.02,100
5,0.053651459991119255,0.45130717237546625,0.012153078357670615,0.0146676265,0.8641911863499895,0.016621423756902128,0.05,100
5,0.052886284777954914,0.47180153616340265,0.013211442874936573,0.017405108,0.8761799019936275,0.021632718686133055,0.1,100
5,0.0660376544744345,0.5587917392341312,0.013168111219811566,0.01180371,0.7778711994620086,0.010374650298561697,0.02,200
5,0.05820171984535521,0.4204355604305623,0.01245224945879067,0.012307887,0.8257757793121815,0.015755240973525122,0.05,200
5,0.05165321659580169,0.46351907323220026,0.013007713932444263,0.017041,0.8801263387469805,0.021613370363188316,0.1,200
6,0.06171616892641804,0.46196263040496943,0.019596338685097685,0.01361329,0.8549479610649021,0.03131204309132151,0.02,50
6,0.05714722778762561,0.44552953844966575,0.020021639258441828,0.015491863,0.8795077326815673,0.034892070630416515,0.05,50
6,0.05678566893911836,0.44748918747548955,0.021587607943611472,0.018672323,0.8630816177560297,0.03189132140630751,0.1,50
6,0.05933909622563341,0.46717337601582615,0.02020188553786399,0.01273825,0.8199810540936249,0.028185448522794154,0.02,100
6,0.0693487711625358,0.5284084626220473,0.020877026009427604,0.013955758,0.8858932238955594,0.03574381161184136,0.05,100
6,0.06781849309827984,0.5176653746907742,0.02082816812603171,0.01739755,0.8642629337657906,0.03805920456133221,0.1,100
6,0.06344625642402964,0.49124991790620387,0.022994348513358655,0.0125206895,0.831186797176705,0.027131492121081822,0.02,200
6,0.06567657084086949,0.5031205448862879,0.022536261992178164,0.011659534,0.8840483721813589,0.03705743968929249,0.05,200
6,0.06974210195910809,0.5287356351773546,0.020948635851983855,0.016542215,0.8706537917909544,0.034864982340956675,0.1,200
7,0.12656611066686171,0.7757317983214423,0.019598624540413365,0.024522418,0.5334975247164498,0.03954546429681455,0.02,50
7,0.09078348914589744,0.5840295549236172,0.021482373399400165,0.02912417,0.5501550687724887,0.045350551533792305,0.05,50
7,0.10414744694706635,0.7015239386792708,0.024038748593877862,0.030555626,0.46847225488383465,0.047381223797941754,0.1,50
7,0.12849755371929097,0.7855915683505265,0.020573715223284304,0.021720925,0.576956404205638,0.04288924991486278,0.02,100
7,0.09911987460069768,0.6438616796437221,0.021650250849602325,0.028692028,0.5606854448902682,0.05254098377612759,0.05,100
7,0.10143584931200823,0.6874452596609091,0.023611074814977737,0.03025037,0.49003184717425885,0.04402271185131442,0.1,100
7,0.11467169124412283,0.7248240936606941,0.020186411867004875,0.02119493,0.6019863865347186,0.03576281310194544,0.02,200
7,0.10039732899678946,0.6421418367145798,0.020841744828858186,0.027347669,0.5538606165387511,0.050452418270248045,0.05,200
7,0.09999801351704672,0.6571111834202236,0.023317079166392873,0.02947934,0.5087478869090555,0.04674768309665554,0.1,200
8,0.04870767401483571,0.2964519357969236,0.012941395704114353,0.013162415,0.861672378937436,0.022319256643694944,0.02,50
8,0.058365227415043984,0.3909352237206977,0.015018027319753852,0.014271631,0.9052642668109615,0.017484053565401378,0.05,50
8,0.05509381849380547,0.3728880617503147,0.015437437567904813,0.014112614,0.9001934919620314,0.025171590914164408,0.1,50
8,0.047089157547485876,0.2671801431239164,0.012054452763536545,0.012363079,0.8770158299751936,0.023160166928511073,0.02,100
8,0.05957396449625449,0.3658059002443296,0.013296419825574085,0.012647416,0.8995002174791207,0.020082461915143734,0.05,100
8,0.053197296389869066,0.34577930086513403,0.0147660800316739,0.013478053,0.913643343835866,0.020315465549147642,0.1,100
8,0.05015722814529042,0.31715721537303543,0.012366338624758532,0.012995571,0.7706389667495381,0.027086725463004203,0.02,200
8,0.05866321875151587,0.3540680141419532,0.012503462925071178,0.012067833,0.8755174736612171,0.018148016790773342,0.05,200
8,0.0514803960391008,0.3413330611876641,0.01480307108755711,0.013943787,0.899143839170791,0.021531623126141302,0.1,200
9,0.13050161911811436,0.6894419812073407,0.027587770954813223,0.018920014,0.7609813594097562,0.037088150191347494,0.02,50
9,0.13020614517653264,0.7271847967334881,0.02672346422171434,0.018190043,0.7845310167935055,0.036294807833633556,0.05,50
9,0.11388718327683875,0.7041993104210155,0.024936075066873783,0.014967428,0.7754598764189385,0.03820632394541693,0.1,50
9,0.1148518524997795,0.6138089228237318,0.025334701971745036,0.016678015,0.7815643438457932,0.02872924919379344,0.02,100
9,0.12233534396028355,0.6877739173214675,0.02525313521457544,0.016357597,0.808974715009244,0.03975922784593579,0.05,100
9,0.1160328133884643,0.7196396571907338,0.024767118769993088,0.014745678,0.769846228907003,0.03825720280201347,0.1,100
9,0.11653188716298173,0.6229668078628897,0.024516355989112292,0.015416555,0.7567545575728537,0.022429501039643022,0.02,200
9,0.11638282766739366,0.6612430184026449,0.024823474779818434,0.016364852,0.7418497311738393,0.039257817851497415,0.05,200
9,0.11871479342495178,0.7125378202649724,0.025307094138279654,0.015912415,0.7745090400005297,0.04081737993968258,0.1,200
