,Metric,Value,"[theta,neighbour]"
5,RIPA,0.030029283836483955,"[0.1, 50]"
0,WEAT,0.1002635284511982,"[0.02, 100]"
1,WEATES,0.6465725687921698,"[0.02, 100]"
2,ECT,0.49793574750270503,"[0.02, 100]"
3,RNSB,0.03064212639411481,"[0.02, 100]"
4,RND,0.019843550342300655,"[0.02, 100]"
5,RIPA,0.024830063804984093,"[0.02, 100]"
0,WEAT,0.08683295528308638,"[0.05, 100]"
1,WEATES,0.5848312839620639,"[0.05, 100]"
2,ECT,0.49460598882610274,"[0.05, 100]"
3,RNSB,0.04899513738101068,"[0.05, 100]"
4,RND,0.022221785764220015,"[0.05, 100]"
5,RIPA,0.027984345331788063,"[0.05, 100]"
0,WEAT,0.0934628391873468,"[0.1, 100]"
1,WEATES,0.6959905824867979,"[0.1, 100]"
2,ECT,0.4279469182855178,"[0.1, 100]"
3,RNSB,0.04437502324289173,"[0.1, 100]"
4,RND,0.02546745568364284,"[0.1, 100]"
5,RIPA,0.029428012669086456,"[0.1, 100]"
0,WEAT,0.0911050825508767,"[0.02, 200]"
1,WEATES,0.6670993541407062,"[0.02, 200]"
2,ECT,0.5020991816799499,"[0.02, 200]"
3,RNSB,0.03336769006949767,"[0.02, 200]"
4,RND,0.018917511621340807,"[0.02, 200]"
5,RIPA,0.0242139995098114,"[0.02, 200]"
0,WEAT,0.08625399405763562,"[0.05, 200]"
1,WEATES,0.5862495355548277,"[0.05, 200]"
2,ECT,0.512942912578569,"[0.05, 200]"
3,RNSB,0.03895192861204435,"[0.05, 200]"
4,RND,0.020883188283541004,"[0.05, 200]"
5,RIPA,0.028158770874142647,"[0.05, 200]"
0,WEAT,0.08134198165830124,"[0.1, 200]"
1,WEATES,0.596481447813728,"[0.1, 200]"
2,ECT,0.4445766488834657,"[0.1, 200]"
3,RNSB,0.044542793708596325,"[0.1, 200]"
4,RND,0.023525144686006857,"[0.1, 200]"
5,RIPA,0.029146967455744743,"[0.1, 200]"
0,WEAT,0.052598264005461005,"[0.02, 50]"
1,WEATES,0.3468732803585271,"[0.02, 50]"
2,ECT,0.8763237956041326,"[0.02, 50]"
3,RNSB,0.020733498706791604,"[0.02, 50]"
4,RND,0.010433407863776499,"[0.02, 50]"
5,RIPA,0.010545294731855392,"[0.02, 50]"
0,WEAT,0.05556466311809225,"[0.05, 50]"
1,WEATES,0.5039387538473953,"[0.05, 50]"
2,ECT,0.923793087541232,"[0.05, 50]"
3,RNSB,0.022192856613724544,"[0.05, 50]"
4,RND,0.015194920474447503,"[0.05, 50]"
5,RIPA,0.015420418232679367,"[0.05, 50]"
0,WEAT,0.05322383681389902,"[0.1, 50]"
1,WEATES,0.4816467138422667,"[0.1, 50]"
2,ECT,0.9224597696269834,"[0.1, 50]"
3,RNSB,0.01764123809851683,"[0.1, 50]"
4,RND,0.0162285771782595,"[0.1, 50]"
5,RIPA,0.016168346628546715,"[0.1, 50]"
0,WEAT,0.05785831660095249,"[0.02, 100]"
1,WEATES,0.36088603328077307,"[0.02, 100]"
2,ECT,0.871876807151457,"[0.02, 100]"
3,RNSB,0.01943397235071001,"[0.02, 100]"
4,RND,0.010229337077936704,"[0.02, 100]"
5,RIPA,0.010576502420008183,"[0.02, 100]"
0,WEAT,0.05148965958875394,"[0.05, 100]"
1,WEATES,0.4259506965562436,"[0.05, 100]"
