,Metric,Value,"[theta,neighbour]"
2,ECT,0.7068644560237954,"[0.1, 100]"
3,RNSB,0.02892831867001367,"[0.1, 100]"
4,RND,0.013994062205439682,"[0.1, 100]"
5,RIPA,0.009974588640034199,"[0.1, 100]"
0,WEAT,0.06869843361861094,"[0.02, 200]"
1,WEATES,0.4085500411809067,"[0.02, 200]"
2,ECT,0.6897708453743251,"[0.02, 200]"
3,RNSB,0.025180807178400266,"[0.02, 200]"
4,RND,0.01258869005937809,"[0.02, 200]"
5,RIPA,0.008715248666703701,"[0.02, 200]"
0,WEAT,0.07543365404105641,"[0.05, 200]"
1,WEATES,0.35980644378146037,"[0.05, 200]"
2,ECT,0.6681858107722909,"[0.05, 200]"
3,RNSB,0.03397578424173946,"[0.05, 200]"
4,RND,0.015244870832899828,"[0.05, 200]"
5,RIPA,0.011682537384331226,"[0.05, 200]"
