,Metric,Value,"[theta,neighbour]"
2,ECT,0.7202126959100359,"[0.02, 200]"
3,RNSB,0.023151047533405803,"[0.02, 200]"
4,RND,0.021311937044398762,"[0.02, 200]"
5,RIPA,0.014060578308999538,"[0.02, 200]"
0,WEAT,0.11986513034186591,"[0.05, 200]"
1,WEATES,0.5944352047628512,"[0.05, 200]"
2,ECT,0.7277361537631754,"[0.05, 200]"
3,RNSB,0.03754804052587664,"[0.05, 200]"
4,RND,0.024903574929112975,"[0.05, 200]"
5,RIPA,0.01814153790473938,"[0.05, 200]"
0,WEAT,0.10788453591656044,"[0.1, 200]"
1,WEATES,0.6378290379374211,"[0.1, 200]"
2,ECT,0.7765787187995353,"[0.1, 200]"
3,RNSB,0.04180252058151846,"[0.1, 200]"
4,RND,0.02351749649201175,"[0.1, 200]"
5,RIPA,0.016261832788586617,"[0.1, 200]"
