,Metric,Value,solver
2,ECT,0.4733418257196648,auto
3,RNSB,0.04378516660789333,auto
4,RND,0.024159330055613788,auto
5,RIPA,0.029422445222735405,auto
0,WEAT,0.09690733676010177,full
1,WEATES,0.6546683622601149,full
2,ECT,0.4733418257196648,full
3,RNSB,0.04290032998743056,full
4,RND,0.024159330055613788,full
5,RIPA,0.029422445222735405,full
0,WEAT,0.09690732927986184,arpack
1,WEATES,0.6546682645489487,arpack
2,ECT,0.4733418473297353,arpack
3,RNSB,0.04453705727132631,arpack
4,RND,0.024159318105876747,arpack
5,RIPA,0.029422452673316002,arpack
0,WEAT,0.09690735412949589,randomized
1,WEATES,0.6546684799675565,randomized
2,ECT,0.4733418062225021,randomized
3,RNSB,0.04179431928117653,randomized
4,RND,0.024159334759112815,randomized
5,RIPA,0.029422448948025703,randomized
0,WEAT,0.04924996167873423,auto
1,WEATES,0.38787668594561436,auto
2,ECT,0.8619201236583804,auto
3,RNSB,0.024319839155533433,auto
4,RND,0.01892081581618511,auto
5,RIPA,0.018322505056858063,auto
0,WEAT,0.04924996167873423,full
1,WEATES,0.38787668594561436,full
2,ECT,0.8619201236583804,full
3,RNSB,0.02150788924495218,full
4,RND,0.01892081581618511,full
5,RIPA,0.018322505056858063,full
0,WEAT,0.0492499906937825,arpack
1,WEATES,0.3878767613357753,arpack
2,ECT,0.8619201277002819,arpack
3,RNSB,0.02001306613244986,arpack
4,RND,0.018920822513071728,arpack
5,RIPA,0.01832251437008381,arpack
0,WEAT,0.04925000326806771,randomized
1,WEATES,0.3878770307939092,randomized
2,ECT,0.861920129150982,randomized
3,RNSB,0.024476512776238905,randomized
4,RND,0.018920832787284268,randomized
5,RIPA,0.018322523683309555,randomized
0,WEAT,0.1007076316372231,auto
1,WEATES,0.6405074453604584,auto
2,ECT,0.7348409585798965,auto
3,RNSB,0.041807223275436685,auto
4,RND,0.021164332078152878,auto
5,RIPA,0.015554696321487427,auto
0,WEAT,0.1007076316372231,full
1,WEATES,0.6405074453604584,full
2,ECT,0.7348409585798965,full
3,RNSB,0.04493830248839946,full
4,RND,0.021164332078152878,full
5,RIPA,0.015554696321487427,full
0,WEAT,0.10070762341043091,arpack
1,WEATES,0.6405073218674174,arpack
2,ECT,0.7348409318577568,arpack
3,RNSB,0.03896557750558818,arpack
4,RND,0.02116433703390604,arpack
5,RIPA,0.015554702840745449,arpack
0,WEAT,0.10070763125788464,randomized
1,WEATES,0.6405073956553161,randomized
2,ECT,0.7348409318577568,randomized
3,RNSB,0.04294787743142172,randomized
4,RND,0.021164333235514993,randomized
5,RIPA,0.015554700046777725,randomized
