,Metric,Value,solver
2,ECT,0.40498841391400675,auto
3,RNSB,0.04322428391929145,auto
4,RND,0.02619477945126016,auto
5,RIPA,0.02812940627336502,auto
0,WEAT,0.0987843147983334,full
1,WEATES,0.681783833774127,full
2,ECT,0.40498841391400675,full
3,RNSB,0.04596752423885037,full
4,RND,0.02619477945126016,full
5,RIPA,0.02812940627336502,full
0,WEAT,0.09878440838704383,arpack
1,WEATES,0.6817843651478082,arpack
2,ECT,0.4049884260896415,arpack
3,RNSB,0.0421098674691056,arpack
4,RND,0.026194792039722328,arpack
5,RIPA,0.028129421174526215,arpack
0,WEAT,0.09878433719934118,randomized
1,WEATES,0.6817839683853617,randomized
2,ECT,0.40498843924346845,randomized
3,RNSB,0.04734789802285942,randomized
4,RND,0.026194776877293362,randomized
5,RIPA,0.028129419311881065,randomized
0,WEAT,0.0439994139335212,auto
1,WEATES,0.36587985068788936,auto
2,ECT,0.8879834933404888,auto
3,RNSB,0.023142632364638975,auto
4,RND,0.013220940947747067,auto
5,RIPA,0.011826642788946629,auto
0,WEAT,0.0439994139335212,full
1,WEATES,0.36587985068788936,full
2,ECT,0.8879834933404888,full
3,RNSB,0.0262650273747513,full
4,RND,0.013220940947747067,full
5,RIPA,0.011826642788946629,full
0,WEAT,0.04399943029704864,arpack
1,WEATES,0.36587983219773446,arpack
2,ECT,0.8879834927031887,arpack
3,RNSB,0.021411153628137166,arpack
4,RND,0.013220937290900672,arpack
5,RIPA,0.011826642788946629,arpack
0,WEAT,0.04399941302105918,randomized
1,WEATES,0.36587982907074984,randomized
2,ECT,0.8879834933404888,randomized
3,RNSB,0.024187170292655873,randomized
4,RND,0.013220943163289598,randomized
5,RIPA,0.011826644651591778,randomized
0,WEAT,0.10794477404244246,auto
1,WEATES,0.683194993773304,auto
2,ECT,0.7510276131260797,auto
3,RNSB,0.039033464788487515,auto
4,RND,0.028406261436858673,auto
5,RIPA,0.016739489510655403,auto
0,WEAT,0.10794477404244246,full
1,WEATES,0.683194993773304,full
2,ECT,0.7510276131260797,full
3,RNSB,0.037910343172493595,full
4,RND,0.028406261436858673,full
5,RIPA,0.016739489510655403,full
0,WEAT,0.10794479011971639,arpack
1,WEATES,0.6831951545766247,arpack
2,ECT,0.7510276131260797,arpack
3,RNSB,0.0418971898338315,arpack
4,RND,0.028406264824197645,arpack
5,RIPA,0.016739489510655403,arpack
0,WEAT,0.10794477852564222,randomized
1,WEATES,0.6831950072366111,randomized
2,ECT,0.7510276131260797,randomized
3,RNSB,0.042545049440401696,randomized
4,RND,0.028406265945490075,randomized
5,RIPA,0.016739489510655403,randomized
