,Metric,Value,solver
2,ECT,0.35158202339953676,auto
3,RNSB,0.04784841239126264,auto
4,RND,0.026870742814968925,auto
5,RIPA,0.03299769386649132,auto
0,WEAT,0.11296556812672937,full
1,WEATES,0.7939693027825597,full
2,ECT,0.35158202339953676,full
3,RNSB,0.042401676178848234,full
4,RND,0.026870742814968925,full
5,RIPA,0.03299769386649132,full
0,WEAT,0.1129654828369136,arpack
1,WEATES,0.793968727978304,arpack
2,ECT,0.35158224246254804,arpack
3,RNSB,0.04661462623379026,arpack
4,RND,0.026870717425374474,arpack
5,RIPA,0.03299768269062042,arpack
0,WEAT,0.1129655529672029,randomized
1,WEATES,0.7939691689118488,randomized
2,ECT,0.35158202339953676,randomized
3,RNSB,0.04753901657280655,randomized
4,RND,0.026870747743473783,randomized
5,RIPA,0.03299769386649132,randomized
0,WEAT,0.06457964219616778,auto
1,WEATES,0.4631754695586608,auto
2,ECT,0.8921902677265706,auto
3,RNSB,0.015324142016505034,auto
4,RND,0.021920423757757174,auto
5,RIPA,0.02183046191930771,auto
0,WEAT,0.06457964219616778,full
1,WEATES,0.4631754695586608,full
2,ECT,0.8921902677265706,full
3,RNSB,0.014155526905372346,full
4,RND,0.021920423757757174,full
5,RIPA,0.02183046191930771,full
0,WEAT,0.06457967718615164,arpack
1,WEATES,0.463175596043761,arpack
2,ECT,0.8921902690703097,arpack
3,RNSB,0.016023966746570032,arpack
4,RND,0.021920409396710378,arpack
5,RIPA,0.021830447018146515,arpack
0,WEAT,0.06457963954047617,randomized
1,WEATES,0.46317557704433515,randomized
2,ECT,0.8921902748853009,randomized
3,RNSB,0.016126029460072622,randomized
4,RND,0.021920425340820785,randomized
5,RIPA,0.021830463781952858,randomized
0,WEAT,0.10419392865138105,auto
1,WEATES,0.6529995431589846,auto
2,ECT,0.732239605963632,auto
3,RNSB,0.040917363497771746,auto
4,RND,0.023079072421121158,auto
5,RIPA,0.014716382138431072,auto
0,WEAT,0.10419392865138105,full
1,WEATES,0.6529995431589846,full
2,ECT,0.732239605963632,full
3,RNSB,0.041592949706214875,full
4,RND,0.023079072421121158,full
5,RIPA,0.014716382138431072,full
0,WEAT,0.10419396161769713,arpack
1,WEATES,0.6529998436908216,arpack
2,ECT,0.732239614025188,arpack
3,RNSB,0.03968224868986222,arpack
4,RND,0.023079067323330385,arpack
5,RIPA,0.014716391451656818,arpack
0,WEAT,0.10419396557955185,randomized
1,WEATES,0.6529998023928943,randomized
2,ECT,0.7322396024206208,randomized
3,RNSB,0.03944643421468298,randomized
4,RND,0.023079069909491916,randomized
5,RIPA,0.014716390520334244,randomized
