,Weat,Weates,RND,RIPA,ECT,solver
0,0.12233621263287554,0.43333640262187373,0.29883531591838164,0.12590598,0.6711540551502698,arpack
1,0.0624622893514551,0.3771034095138712,0.10906940514067788,0.37541917,0.8801909977162419,randomized
2,0.13637845196554715,0.3583631006339605,0.1559461182849979,0.23790522,0.858148100906399,arpack
3,0.09986320338086807,0.4320240834543138,0.07373980566033532,0.1730658,0.789247355817052,auto
4,0.11304502688600887,0.4645015950171679,0.3579921622008955,0.112340204,0.7912975833146589,auto
