,Weat,Weates,RND,RIPA,ECT,RNSB,alpha
6,0.08517863574181489,0.684576698550588,0.23271021430151081,0.12196503,0.6394518429950147,0.19553702533080905,80
6,0.09224421168901367,0.7164887992026656,0.23806258881290646,0.1282214,0.6478651675200856,0.18203651887205938,100
7,0.04404644721552352,0.5220558279452157,0.31087828903666553,0.09119492,0.2583139095901646,0.08788001446623876,0
7,0.047528158799869796,0.5056569402661554,0.2941511488717522,0.088669024,0.28470872124392393,0.20503513560456507,10
7,0.05927983347402867,0.49277786862943035,0.2632484011436021,0.09996003,0.31167472364363086,0.21845242269059498,30
7,0.07445005118684123,0.5372595582873292,0.23444672940716157,0.110782,0.2892602891669484,0.22158037720329288,60
7,0.08372960363164436,0.5837480238895978,0.22816486813974501,0.11661447,0.2860919689024763,0.21269172345677803,80
7,0.09110089857429868,0.6162139813318651,0.22287676808677725,0.121356525,0.27304591120160465,0.24643105051388395,100
8,0.01906638066328574,0.163977319454111,0.20515004795712302,0.039357558,0.5076276643953239,0.07532297124732325,0
8,0.0366476592686887,0.3334566701704726,0.23918337320976238,0.05756102,0.4664729898137179,0.09869027235527164,10
8,0.05665409011034122,0.4630803457713433,0.25370040470547445,0.08281604,0.46248120051471436,0.17690694064830922,30
8,0.07148767867051631,0.5273108451791899,0.26195382275219203,0.10984803,0.4867240980648237,0.18875845185922469,60
8,0.07796423234989822,0.5459507537200992,0.2650217132272075,0.122690745,0.5014216338251365,0.15662531231804136,80
8,0.08300436604899239,0.5570028853447121,0.267223448883368,0.13311528,0.49948305831169226,0.12331919025487538,100
9,0.0792657599939281,0.7088246000489822,0.3386298628553401,0.085341,0.5117505758699276,0.05494242476138347,0
9,0.09828045532196197,0.8121303796052038,0.32871238689867227,0.081727155,0.47008181417231903,0.10065087273997185,10
9,0.11529899942199,0.9361357585791222,0.32608779233894913,0.088110685,0.4450945229606855,0.14203393156292526,30
9,0.12710389068636843,0.9900536447547925,0.32365355508459726,0.100863785,0.46641016014642406,0.1369977191370153,60
9,0.13177946715232605,1.0019720739346327,0.3222200836526131,0.1068184,0.47390419541991063,0.20559728338129615,80
9,0.13519897273581677,1.006799266637439,0.3208620111725989,0.1114239,0.4976016491338135,0.1735024117973107,100
