,Weat,Weates,RND,RIPA,ECT,RNSB,alpha
4,0.0761733850755805,0.5104527018613051,0.24693280728918207,0.060454022,0.3387638575216049,0.18361609205472415,30
4,0.09966835165870427,0.5902313375831787,0.23550283449840556,0.07832703,0.3548522533656983,0.2060559647527877,60
4,0.11038833554222449,0.6193332834452263,0.2308733433229172,0.087132044,0.31361134232317556,0.21388731208953507,80
4,0.11881958681524507,0.6397131953716666,0.227360233449993,0.09429154,0.30964599493318967,0.1203225832796365,100
5,0.04400143598606252,0.6412221254880583,0.05230280991680219,0.04782519,0.5364272994309619,0.04321116656073013,0
5,0.032980629155505294,0.41819036523719316,0.05624410066495073,0.047342822,0.48888449032630016,0.1291246993734476,10
5,0.043392968281046156,0.5565567947098656,0.056955226536878706,0.04737721,0.49388819499876213,0.14332903273264838,30
5,0.05667358648520479,0.6535015865796703,0.05837139031125793,0.054869473,0.5318576173781658,0.1647205403505436,60
5,0.06471692908969465,0.6930820970261121,0.06171552460439315,0.061761905,0.5248690477823656,0.23896612899828118,80
5,0.07125314832965338,0.7182787370866027,0.06611982013302063,0.0673377,0.5490431003220099,0.21590545501224462,100
6,0.062033983559505665,0.6420264802132026,0.20543049890311027,0.10311431,0.5064238946625389,0.06847369298720914,0
6,0.07027513995359434,0.6490466020933762,0.22050357345918695,0.11234226,0.5462648433623208,0.20552816417049716,10
6,0.07439244909385548,0.6464791258222868,0.23102656721061932,0.116458036,0.6325306047696381,0.17038559661105518,30
6,0.07960206406796166,0.653521875659577,0.2415903748438516,0.12174948,0.664017521509889,0.1821176909840994,60
6,0.08227078807096894,0.6560542174082143,0.24671479482267122,0.12824588,0.6493840090668542,0.17564997063648655,80
6,0.08766933688590195,0.6797704549549274,0.25079058071006843,0.13377504,0.6556684765871467,0.15052992508266927,100
7,0.057655670397071916,0.6097136086901649,0.2436629905880289,0.078580014,0.30026481732213123,0.11437986709496117,0
7,0.06490803148867096,0.6283611631367377,0.22707314462964176,0.09386777,0.28966748038232415,0.17281780566792784,10
7,0.0784801021215703,0.6153136918565324,0.2004536900280018,0.107274465,0.2963133256907862,0.1695270348439019,30
7,0.0899950031698197,0.5811974111748436,0.19287970493921403,0.11856153,0.27546302598417616,0.19407746391575564,60
7,0.09737088390374216,0.6060486623405525,0.19452394037009424,0.12430838,0.2765418565540771,0.15871340861015507,80
7,0.10356124033756016,0.6313685048155094,0.19591679966638154,0.13217607,0.2684710749143271,0.1617749097435183,100
8,0.038243854292354586,0.3851424413581733,0.1903535493942907,0.0867934,0.5116649440711704,0.0826886280216853,0
8,0.048896780969405834,0.4614179066029239,0.21278621079192153,0.09125749,0.4616541785645502,0.06673749644380375,10
8,0.05993672870595607,0.5452595581392011,0.2259719010894247,0.09633031,0.45787397286948117,0.13561421247202066,30
8,0.07201808102677536,0.5876012877208082,0.2379193176707033,0.10738661,0.4747762102356447,0.16421577489996556,60
8,0.07794489699036428,0.5978647385804313,0.24339942855469154,0.11784876,0.46414503531449,0.11692442382002437,80
8,0.0827530551516572,0.6026432576755346,0.2476894548775467,0.12661901,0.4664761290361414,0.13728686719779867,100
9,0.08957512174759993,0.7979099613183901,0.32052506642325784,0.08060478,0.5367846609650729,0.07204552864081902,0
9,0.10623813234824375,0.9043479577773091,0.320640802644482,0.088724144,0.5504963406970711,0.09512100585958913,10
9,0.11969625324693031,0.9572815308375461,0.3170889506797035,0.09101602,0.5574130554066926,0.14794007960264577,30
9,0.12931380609984103,0.985978253600232,0.31456184887607846,0.100723445,0.5491213424618723,0.12382116982870779,60
9,0.13330423363399516,0.9944236385583505,0.3134256728414054,0.10599431,0.5228453074568674,0.16388609926167236,80
9,0.1363113587493063,0.9990021632778804,0.3124560616520563,0.11028791,0.5237486059852045,0.1486622835360507,100
