,Weat,Weates,RND,RIPA,ECT,RNSB,alpha
0,0.12305830106162383,0.6570859402452832,0.6480354602446716,0.08933669,0.5232608697234717,0.14505898353441563,100
1,0.030762706109388534,0.3451199252007376,0.1099269298856929,0.027583636,0.3389865219754788,0.07357581170041283,0
2,0.05220157981090014,0.5398621550260433,0.04406004942753047,0.048439797,0.5001695225019307,0.04609137725877499,0
3,0.07577644685581204,0.6023859217893816,0.13572989945806374,0.07567329,0.7943162237936119,0.16217989489620468,80
4,0.09761271154169467,0.6190853724843169,0.24638610975731437,0.073126756,0.2839766853986581,0.19534573687049103,100
5,0.038640657950294616,0.5407095081665199,0.04391091936800746,0.040455636,0.5282489388163387,0.07410820485985889,10
6,0.06461752095317563,0.7226604734196049,0.22617479517829545,0.078936696,0.5009633408529602,0.14003368992174592,10
7,0.06944695672438753,0.5257512763164974,0.2132243843936303,0.1088201,0.3133029255254665,0.24452899955551416,100
8,0.03550391643279522,0.4170331273640833,0.18202422900760182,0.052890446,0.4862697441251516,0.0929030160124756,0
9,0.1314761136590406,1.0413161181133408,0.3165200954463609,0.095976174,0.4481324047325521,0.2154588616011401,100
