,Weat,Weates,RND,RIPA,ECT,RNSB,alpha
0,0.08599199566329456,0.622315306161611,0.6724728177485755,0.04298779,0.5233845036892619,0.04624119147736181,0
1,0.030762706103115756,0.3451199250842651,0.10992692992767539,0.027583636,0.3389865219754788,0.06607025757828758,0
2,0.05220157980548834,0.5398621548159414,0.04406004942753047,0.048439797,0.5001695225019307,0.03523321381838436,0
3,0.03878028759064543,0.5962649620300072,0.13721951350346484,0.030428307,0.7249041214937543,0.02170286379715351,0
4,0.04287755218913501,0.38502657621002107,0.2955381359348619,0.04604873,0.2811093369842433,0.04080202014353086,0
5,0.049003390520996254,0.7855112853573833,0.04757275192320961,0.040642165,0.4854419587544007,0.06007466042221393,0
6,0.05386062893285892,0.6752718563662593,0.23346514960760423,0.055987287,0.5367497527282338,0.05821994282210975,0
7,0.045031205128945394,0.5673519540724667,0.27874393708155415,0.059767794,0.19488390545222486,0.06560488250079127,0
8,0.035503916408749586,0.4170331269728785,0.18202422907057556,0.052890446,0.4862697441251516,0.0939289051277743,0
9,0.07627791981958812,0.6876587352301083,0.33806596114191984,0.061249938,0.4908371045146591,0.05880671216449138,0
