,Weat,Weates,RND,RIPA,ECT,RNSB,alpha
0,0.08599199566600046,0.6223153062321801,0.6724728177695667,0.04298779,0.5233845036892619,0.049129202274667674,0
1,0.03076270610108633,0.34511992515553214,0.10992692992767539,0.027583636,0.3389865219754788,0.07012575798929059,0
2,0.05220157981090014,0.5398621550260433,0.04406004942753047,0.048439797,0.5001695225019307,0.03209237601118824,0
3,0.038780287582589223,0.5962649618785051,0.13721951350346484,0.030428307,0.7249041214937543,0.02169682017631754,0
4,0.042877552185752635,0.38502657614003055,0.2955381359138706,0.04604873,0.2811093369842433,0.04870220668188654,0
5,0.038640657950294616,0.5407095081665199,0.04391091936800746,0.040455636,0.5282489388163387,0.09164022122659586,10
6,0.0538606289366103,0.6752718564788577,0.233465149586613,0.055987287,0.5367497527282338,0.052028167859395846,0
7,0.045031205134480196,0.5673519543567466,0.27874393708155415,0.059767794,0.19488390545222486,0.06154015734245603,0
8,0.035194317556786765,0.33628488167276166,0.20064071245911044,0.053004265,0.5196822588013019,0.07789839410904252,10
9,0.07627791982161754,0.687658735302947,0.33806596114191984,0.061249938,0.4908371045146591,0.06650913070373933,0
