,Weat,Weates,RND,RIPA,ECT,RNSB,solver
0,0.21468445226312094,0.8705709705986698,0.5433473581675103,0.16535483,0.5451679398889052,0.09013468187420888,arpack
1,0.10672577926032442,0.5015690214835463,0.18059993282710243,0.15634143,0.4006844597989272,0.0893262912100727,auto
2,0.17576977622046042,0.7860942150364647,0.15530075807620872,0.20045106,0.5466146551430323,0.11059602313960586,arpack
3,0.14127698221602525,0.696376804175421,0.12604054639504503,0.1770445,0.8681802147339734,0.04511997225032538,full
4,0.16058848575930695,0.6767871018968096,0.19220064727851097,0.14798707,0.6220573882526735,0.08286498520767718,full
5,0.10690553119059203,0.7853556864288178,0.10847302342212241,0.11527077,0.756384359072372,0.09211212742803165,randomized
6,0.140896794462595,0.8954597564744456,0.2438699425833124,0.17502858,0.7457566857051413,0.0964162905069178,randomized
7,0.13106004504267774,0.745866319575753,0.2102560381972727,0.22577985,0.30983743029219224,0.12487844738813556,randomized
8,0.09627068062848512,0.5537481865131907,0.282349313221278,0.19182558,0.6599326855123933,0.05788246101044466,randomized
9,0.13764612811820756,0.8370520403118736,0.2741104267981548,0.12515898,0.6908685753635987,0.08698811307279564,randomized
