,Weat,Weates,RND,RIPA,ECT,RNSB,solver
0,0.21900287391471024,0.8760757993679589,0.5434420120519311,0.16912664,0.5347956771897984,0.0782034636917801,auto
0,0.21900287391471024,0.8760757993679589,0.5434420120519311,0.16912664,0.5347956771897984,0.0929532283074322,full
0,0.21900287556766682,0.8760758172454961,0.5434419768521759,0.16912667,0.5347956771897984,0.08596717998245362,arpack
0,0.21900286866715518,0.8760757945412649,0.5434419933549429,0.16912664,0.5347956771897984,0.0967690672724976,randomized
1,0.11589027240150507,0.5304580968143433,0.18758249850121822,0.16412552,0.40139840783071606,0.1031183864044825,auto
1,0.11589027240150507,0.5304580968143433,0.18758249850121822,0.16412552,0.40139840783071606,0.09961130245874372,full
1,0.11589028807374098,0.5304581437497127,0.18758254396064697,0.16412553,0.40139840783071606,0.09298235208054341,arpack
1,0.11589027902473308,0.5304581130165134,0.18758253570370578,0.16412552,0.40139840783071606,0.08511661560857206,randomized
2,0.17659410776878914,0.7755883836581304,0.1561604370730932,0.20156221,0.5270798472094961,0.10569856256786485,auto
2,0.17659410776878914,0.7755883836581304,0.1561604370730932,0.20156221,0.5270798472094961,0.05722651036777753,full
2,0.1765941174857421,0.7755882973219511,0.15616043519139963,0.20156221,0.5270798472094961,0.07715277460291982,arpack
2,0.17659410983998147,0.7755883440038887,0.15616044372491655,0.20156221,0.5270798472094961,0.08015375321950476,randomized
3,0.14709905960843098,0.7103697983500309,0.13089954706317647,0.18539695,0.869388125910568,0.05188077781767682,auto
3,0.14709905960843098,0.7103697983500309,0.13089954706317647,0.18539695,0.869388125910568,0.04019727791796329,full
3,0.147099049830913,0.7103697395911636,0.13089952911232808,0.18539692,0.869388125910568,0.05021536822607642,arpack
3,0.1470990522075266,0.7103697636638557,0.13089953866839135,0.18539695,0.869388125910568,0.05362108768264214,randomized
4,0.16493746906574464,0.6869986856037281,0.1950253871186006,0.15133728,0.6138271707523612,0.083032423786759,auto
4,0.16493746906574464,0.6869986856037281,0.1950253871186006,0.15133728,0.6138271707523612,0.09722806335521629,full
4,0.1649374838976248,0.6869987193510347,0.19502540533996546,0.15133728,0.6138271707523612,0.09829650440757595,arpack
4,0.16493747244962462,0.6869986965457665,0.1950254000792199,0.15133728,0.6138271707523612,0.11455586557832163,randomized
5,0.11018664995945435,0.7864524779674549,0.11199558041632418,0.11907812,0.7559315323623665,0.11290394506765396,auto
5,0.11018664995945435,0.7864524779674549,0.11199558041632418,0.11907812,0.7559315323623665,0.09575906969609686,full
5,0.110186659132843,0.7864525353049887,0.11199557868901905,0.11907812,0.7559315323623665,0.07950529252110664,arpack
5,0.11018665727317357,0.7864524971978321,0.1119955854135145,0.11907812,0.7559315323623665,0.08947365059520096,randomized
6,0.14101524508073737,0.8980481983401855,0.24324375387315164,0.17799531,0.7336148733789675,0.1043251924602542,auto
6,0.14101524508073737,0.8980481983401855,0.24324375387315164,0.17799531,0.7336148733789675,0.12452933780136013,full
6,0.1410152469975168,0.89804820836036,0.24324375970214426,0.17799531,0.7336148733789675,0.11025455782063558,arpack
6,0.14101524672366167,0.8980481912117375,0.24324376132081962,0.17799531,0.7336148733789675,0.10750090452300289,randomized
7,0.14071009485715702,0.79664320455941,0.2199365674480774,0.23675789,0.35505449135008665,0.12669735155425346,auto
7,0.14071009485715702,0.79664320455941,0.2199365674480774,0.23675789,0.35505449135008665,0.14577850005189877,full
7,0.1407101373828289,0.7966433776502857,0.21993661047521795,0.23675793,0.35505449135008665,0.1234441335326317,arpack
7,0.14071010090977748,0.7966432224368225,0.21993657506324746,0.23675789,0.35505449135008665,0.1455084295213052,randomized
8,0.10611373614307583,0.5961260625757346,0.2894554000636329,0.2059144,0.6820881337588226,0.07073717464942257,auto
8,0.10611373614307583,0.5961260625757346,0.2894554000636329,0.2059144,0.6820881337588226,0.08062735258904981,full
8,0.10615802631567592,0.5971632433012282,0.28935875531743643,0.20589311,0.6835880286805841,0.0764110768868865,arpack
8,0.10611373053971841,0.596125984768481,0.28945536530359584,0.2059144,0.6820881337588226,0.054593563360189765,randomized
9,0.14136494135733693,0.8477436223008592,0.26930113792142335,0.1263157,0.6859855374248665,0.08735447221905689,auto
9,0.14136494135733693,0.8477436223008592,0.26930113792142335,0.1263157,0.6859855374248665,0.0833665200047448,full
9,0.14136494185023118,0.8477436082280188,0.2693011239363989,0.1263157,0.6859855361082646,0.08326009099384175,arpack
9,0.14136493797177685,0.8477436185845344,0.26930114336421745,0.12631568,0.6859855374248665,0.08906754191364565,randomized
