,Metric,Value,solver
2,ECT,0.2782481026480625,auto
3,RNSB,0.1260093160658702,auto
4,RND,0.21159165195645988,auto
5,RIPA,0.21959103643894196,auto
0,WEAT,0.12977512280483594,full
1,WEATES,0.7328515652734289,full
2,ECT,0.2782481026480625,full
3,RNSB,0.12286880095637612,full
4,RND,0.21159165195645988,full
5,RIPA,0.21959103643894196,full
0,WEAT,0.12977513388830716,arpack
1,WEATES,0.7328516122114248,arpack
2,ECT,0.2782481026480625,arpack
3,RNSB,0.1367778558434654,arpack
4,RND,0.2115916477783136,arpack
5,RIPA,0.21959108114242554,arpack
0,WEAT,0.12977512930421103,randomized
1,WEATES,0.7328515948330454,randomized
2,ECT,0.2782481026480625,randomized
3,RNSB,0.12096688637745356,randomized
4,RND,0.21159164613103565,randomized
5,RIPA,0.21959108114242554,randomized
0,WEAT,0.1023921555328631,auto
1,WEATES,0.5722935007596852,auto
2,ECT,0.6675048712018788,auto
3,RNSB,0.07283395672312953,auto
4,RND,0.27956273537870385,auto
5,RIPA,0.2023882269859314,auto
0,WEAT,0.10233944348429541,full
1,WEATES,0.5720490649873538,full
2,ECT,0.6692088820848555,full
3,RNSB,0.06745395050746207,full
4,RND,0.2793866882946766,full
5,RIPA,0.2022155523300171,full
0,WEAT,0.10239213979815914,arpack
1,WEATES,0.5722934377613493,arpack
2,ECT,0.6675048712018788,arpack
3,RNSB,0.08390435419434564,arpack
4,RND,0.27956275989026325,arpack
5,RIPA,0.20238818228244781,arpack
0,WEAT,0.10239214640712974,randomized
1,WEATES,0.5722934643621799,randomized
2,ECT,0.6675048712018788,randomized
3,RNSB,0.06835723620304236,randomized
4,RND,0.27956275906115546,randomized
5,RIPA,0.20238818228244781,randomized
0,WEAT,0.13992237710237795,auto
1,WEATES,0.8408046097311763,auto
2,ECT,0.6905853984575212,auto
3,RNSB,0.08249086119607854,auto
4,RND,0.2832558750754779,auto
5,RIPA,0.13209329545497894,auto
0,WEAT,0.13992237710237795,full
1,WEATES,0.8408046097311763,full
2,ECT,0.6905853984575212,full
3,RNSB,0.07520821840156959,full
4,RND,0.2832558750754779,full
5,RIPA,0.13209329545497894,full
0,WEAT,0.13992237714574896,arpack
1,WEATES,0.8408046095614784,arpack
2,ECT,0.6905853984575212,arpack
3,RNSB,0.09199111243374099,arpack
4,RND,0.28325585195685116,arpack
5,RIPA,0.13209328055381775,arpack
0,WEAT,0.13992237216183376,randomized
1,WEATES,0.8408045885395731,randomized
2,ECT,0.6905853984575212,randomized
3,RNSB,0.08856698487346136,randomized
4,RND,0.28325585821904864,randomized
5,RIPA,0.13209329545497894,randomized
